Superficie,Produccion,Riego,Autoconsumo,Venta,Semilla_criolla,Semilla_mejorada,Fertilizantes,Animales_tiro,Herbicidas,Insecticidas_fungicidas,Indigena,Tractor,Otra_maquinaria,Rendimiento,Indice
0.628,0.5,0,1,0,1,0,1,0,0,0,0,0,0,0.796178344,0.083333333
0.2512,0.1,0,1,0,1,0,1,0,0,0,1,0,0,0.398089172,0.083333333
1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0.083333333
2,1.5,0,0,0,1,0,1,0,0,0,1,0,0,0.75,0.083333333
0.7488,0.8,0,1,0,1,1,1,0,0,0,1,0,0,1.068376068,0.166666667
2,1,0,0,0,1,0,1,0,0,0,1,0,0,0.5,0.083333333
0.3768,0.5,0,1,0,1,0,1,0,0,0,1,0,0,1.326963907,0.083333333
1,0.8,0,1,0,1,0,1,0,0,0,0,0,0,0.8,0.083333333
0.0628,0.1,0,1,0,1,0,1,0,0,0,1,0,0,1.592356688,0.083333333
0.4396,0.5,0,1,0,1,0,1,0,0,0,1,0,0,1.137397634,0.083333333
0.2512,0.3,0,1,0,1,0,1,0,0,0,1,0,0,1.194267516,0.083333333
0.314,0.3,0,1,0,0,0,0,0,0,0,1,0,0,0.955414013,0
0.314,0.5,0,1,0,0,0,0,0,0,0,1,0,0,1.592356688,0
0.1256,0.3,0,1,0,0,0,0,0,0,0,0,0,0,2.388535032,0
0.0628,0.1,0,1,0,0,0,0,0,0,0,1,0,0,1.592356688,0
0.314,0.25,0,1,0,0,0,0,0,0,0,1,0,0,0.796178344,0
0.1256,0.35,0,1,0,1,0,1,0,0,0,1,0,0,2.786624204,0.083333333
0.0628,0.2,0,1,0,0,0,0,0,0,0,0,0,0,3.184713376,0
0.1884,0.2,0,1,0,0,0,0,0,0,0,0,0,0,1.061571125,0
0.3768,0.3,0,1,0,1,0,1,0,0,0,1,0,0,0.796178344,0.083333333
0.2512,0.3,0,1,0,1,0,1,0,0,0,0,0,0,1.194267516,0.083333333
0.2512,0.4,0,1,0,1,0,1,0,0,0,0,0,0,1.592356688,0.083333333
0.628,0.5,0,1,0,1,0,1,0,0,0,1,0,0,0.796178344,0.083333333
1.5,2,0,1,0,1,0,1,0,0,0,0,0,0,1.333333333,0.083333333
0.314,0.15,0,1,0,1,0,1,0,0,0,1,0,0,0.477707006,0.083333333
1.5,2,0,1,0,1,0,1,0,0,0,1,0,0,1.333333333,0.083333333
1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0.083333333
0.5,0.35,0,1,0,1,0,1,0,0,0,1,0,0,0.7,0.083333333
0.5,0.25,0,0,0,1,0,1,0,0,0,1,0,0,0.5,0.083333333
0.1256,0.15,0,1,0,0,0,0,0,0,0,1,0,0,1.194267516,0
1.5,1.5,0,1,0,1,0,1,0,0,0,1,0,0,1,0.083333333
0.1884,0.4,0,1,0,1,0,1,0,0,0,1,0,0,2.123142251,0.083333333
0.372,0.4,0,1,0,1,0,1,0,0,0,1,0,0,1.075268817,0.083333333
0.3768,2.788,0,1,0,1,0,1,0,0,0,1,0,0,7.399150743,0.083333333
1.256,0.8,0,1,0,1,0,1,0,0,0,0,0,0,0.636942675,0.083333333
0.5024,0.8,0,1,0,1,0,1,0,0,0,0,0,0,1.592356688,0.083333333
0.314,0.3,0,1,0,1,0,0,0,0,0,0,0,0,0.955414013,0
0.628,0.5,0,1,0,1,0,1,0,0,0,0,0,0,0.796178344,0.083333333
0.1256,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0.796178344,0
0.1256,0.1,0,1,0,0,0,0,0,0,0,1,0,0,0.796178344,0
0.2512,0.4,0,1,0,1,0,1,0,0,0,0,0,0,1.592356688,0.083333333
0.2512,0.4,0,1,0,1,0,1,0,0,0,0,0,0,1.592356688,0.083333333
1,0.8,0,1,0,1,0,1,0,0,0,0,0,0,0.8,0.083333333
0.4396,0.4,0,1,0,1,0,1,0,0,0,1,0,0,0.909918107,0.083333333
1,0.9,0,1,0,1,0,1,0,0,0,0,0,0,0.9,0.083333333
1,0.9,0,1,0,1,0,1,0,0,0,0,0,0,0.9,0.083333333
0.1256,0.15,0,1,0,0,0,0,0,0,0,1,0,0,1.194267516,0
0.3768,0.5,0,1,0,0,0,0,0,0,0,0,0,0,1.326963907,0
0.1256,0.15,0,1,0,0,0,0,0,0,0,0,0,0,1.194267516,0
0.5,0.3,0,1,0,1,0,0,0,0,0,0,0,0,0.6,0
0.1884,0.25,0,1,0,0,0,0,0,0,0,0,0,0,1.326963907,0
1,0.9,0,1,0,1,0,1,0,0,0,0,0,0,0.9,0.083333333
1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0.083333333
1,1.1,0,0,0,1,0,1,0,0,0,0,0,0,1.1,0.083333333
0.5,0.4,0,1,0,1,0,0,0,0,0,0,0,0,0.8,0
0.0628,0.1,0,1,0,0,0,0,0,0,0,0,0,0,1.592356688,0
0.1256,0.15,0,1,0,0,0,0,0,0,0,0,0,0,1.194267516,0
0.3768,0.5,0,1,0,1,0,1,0,0,0,0,0,0,1.326963907,0.083333333
0.1256,0.1,0,1,0,1,0,1,0,0,0,0,0,0,0.796178344,0.083333333
1.45,3.9828,0,1,0,1,0,1,0,0,0,0,0,0,2.746758621,0.083333333
1,0.9,0,1,0,1,0,1,0,0,0,0,0,0,0.9,0.083333333
0.25,0.3,0,1,0,1,0,1,0,0,0,0,0,0,1.2,0.083333333
0.45,0.5,0,1,0,1,0,1,0,0,0,0,0,0,1.111111111,0.083333333
0.1884,0.3,0,1,0,0,0,0,0,0,0,0,0,0,1.592356688,0
0.0628,0.15,0,1,0,0,0,0,0,0,0,0,0,0,2.388535032,0
0.2512,0.2,0,1,0,1,0,1,0,0,0,0,0,0,0.796178344,0.083333333
0.314,0.7,0,1,0,1,0,1,0,0,0,0,0,0,2.229299363,0.083333333
2,1.5,0,0,0,1,0,1,0,0,0,1,0,0,0.75,0.083333333
1,0.9,0,1,0,1,0,1,0,0,0,0,0,0,0.9,0.083333333
0.1884,0.2,0,1,0,0,0,0,0,0,0,0,0,0,1.061571125,0
1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0.083333333
0.2512,0.5,0,1,0,0,0,0,0,0,0,1,0,0,1.99044586,0
0.5,0.5,0,1,0,1,0,1,0,0,0,1,0,0,1,0.083333333
0.5,0.5,0,1,0,1,0,1,0,0,0,1,0,0,1,0.083333333
1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0.083333333
0.2,0.5,1,0,0,1,0,1,1,0,1,0,0,0,2.5,0.5
0.328,0.04,1,1,0,1,0,1,1,1,0,0,0,0,0.12195122,0.5
1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0.75
1,0.1,0,0,0,1,0,0,1,0,0,0,0,0,0.1,0.083333333
1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,0.25
0.05,0.2,1,0,0,1,1,1,1,1,1,0,0,0,4,0.75
0.2,0.5,1,1,0,1,0,0,1,0,0,0,0,0,2.5,0.25
0.05,0.1,1,0,0,1,1,0,0,0,0,0,0,0,2,0.25
0.5,1,1,0,0,1,1,0,1,1,1,0,0,0,2,0.666666667
0.5,0.016,1,1,0,1,0,0,1,0,0,0,0,0,0.032,0.25
0.3,0.5,1,0,0,1,1,0,1,0,0,0,0,0,1.666666667,0.333333333
1,0.5,0,0,0,1,0,0,1,0,0,0,0,0,0.5,0.083333333
1.5,3,0,0,0,1,0,1,1,0,1,0,0,0,2,0.333333333
1,0.5,0,0,0,1,1,1,1,0,0,0,0,0,0.5,0.25
1.5,0.5,0,0,0,1,0,1,1,0,0,0,0,0,0.333333333,0.166666667
1.5,0.2,0,0,0,1,0,1,1,0,0,0,0,0,0.133333333,0.166666667
1,0.4,0,0,0,1,1,1,1,0,0,0,1,0,0.4,0.416666667
2,1,0,0,0,1,0,1,1,0,0,0,0,0,0.5,0.166666667
2,1,0,0,0,1,0,1,1,0,0,0,0,0,0.5,0.166666667
1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0.416666667
1,3,0,0,0,1,1,1,1,0,0,0,1,0,3,0.416666667
1,0.5,0,0,0,1,1,1,1,0,0,0,1,0,0.5,0.416666667
1,1.5,0,0,0,1,1,1,1,0,0,0,1,0,1.5,0.416666667
1,0.4,0,0,0,1,1,1,1,0,1,0,0,0,0.4,0.416666667
0.83,0.05,0,0,0,1,1,0,1,0,0,0,0,0,0.060240964,0.166666667
1,0.8,0,0,0,1,0,1,1,0,0,0,1,1,0.8,0.416666667
1,0.1,0,1,0,1,1,0,1,0,1,0,0,0,0.1,0.333333333
1,0.6,0,0,0,1,0,0,1,0,0,0,0,0,0.6,0.083333333
1,0.5,0,1,0,1,1,1,1,0,0,0,0,0,0.5,0.25
2,0.5,0,1,0,1,0,0,1,0,0,0,1,0,0.25,0.25
1,0.4,0,1,0,1,1,1,1,0,0,0,0,0,0.4,0.25
0.5,1.2,0,1,0,1,1,1,1,0,0,0,0,0,2.4,0.25
1.5,0.5,0,1,0,1,1,1,1,0,0,0,1,0,0.333333333,0.416666667
2,6,0,0,0,1,0,0,1,0,0,0,0,0,3,0.083333333
1.5,1,0,0,0,1,0,1,1,0,0,0,0,0,0.666666667,0.166666667
1.5,2.5,0,1,0,1,1,1,1,0,0,0,1,0,1.666666667,0.416666667
1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0.333333333
0.5,1,0,0,0,1,0,1,1,0,0,0,1,0,2,0.333333333
1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0.333333333
2,0.5,0,1,0,1,0,1,1,0,0,0,0,0,0.25,0.166666667
1,1.2,0,1,0,1,1,1,1,0,0,0,1,0,1.2,0.416666667
1.5,0.5,0,1,0,1,0,1,1,0,0,0,1,0,0.333333333,0.333333333
2,2.5,0,0,0,1,1,1,1,0,0,0,1,0,1.25,0.416666667
2,1.5,0,0,0,1,0,1,1,0,0,0,1,0,0.75,0.333333333
1,0.5,0,0,0,1,1,1,1,0,1,0,0,0,0.5,0.416666667
1,0.5,0,0,0,1,0,1,1,0,0,0,0,0,0.5,0.166666667
0.5,1,0,1,0,1,0,1,1,0,0,0,0,0,2,0.166666667
1,2,0,1,0,1,0,1,1,0,0,0,0,0,2,0.166666667
0.35,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0.714285714,0
1.5,2,0,1,0,1,1,1,1,0,0,0,1,0,1.333333333,0.416666667
1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0.166666667
2,1.5,0,0,0,1,1,1,1,0,0,0,0,0,0.75,0.25
0.5,0.25,0,1,0,1,0,1,1,0,0,0,1,0,0.5,0.333333333
2,1,0,0,0,1,0,1,1,0,0,0,0,0,0.5,0.166666667
1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0.166666667
0.5,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0
1,0.5,0,1,0,1,1,1,1,0,0,0,1,1,0.5,0.5
0.5,0.5,0,1,0,1,0,1,1,0,0,0,0,1,1,0.25
0.3,0.25,0,1,0,0,0,0,0,0,0,0,0,0,0.833333333,0
0.5,0.3,0,1,0,0,0,0,0,0,0,0,0,0,0.6,0
1.8,1.5,0,1,0,1,1,1,1,0,0,0,1,0,0.833333333,0.416666667
1.5,1,0,1,0,1,1,1,1,0,0,0,0,1,0.666666667,0.333333333
1.5,0.5,0,1,0,1,1,1,1,0,0,0,0,0,0.333333333,0.25
1,0.2,0,1,0,1,1,1,1,0,0,0,1,0,0.2,0.416666667
0.5,0.5,0,1,0,1,1,1,1,0,0,0,0,0,1,0.25
2,2,0,1,0,1,0,1,1,0,0,0,0,0,1,0.166666667
0.5,0.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,0.6,0,1,0,1,0,1,1,0,0,0,0,0,0.6,0.166666667
2,1.5,0,1,0,1,0,0,1,0,0,0,0,0,0.75,0.083333333
2,1.5,0,0,0,1,0,0,1,0,0,0,0,0,0.75,0.083333333
1.5,1,0,0,0,1,0,1,1,0,0,0,0,0,0.666666667,0.166666667
1,0.5,0,1,0,1,0,1,1,0,1,0,1,0,0.5,0.5
0.5,0.5,0,1,0,1,0,1,1,0,0,0,0,0,1,0.166666667
1,0.8,0,1,0,1,0,1,1,0,0,0,0,0,0.8,0.166666667
0.75,0.5,0,1,0,1,1,1,1,0,0,0,0,0,0.666666667,0.25
1,1.5,0,1,0,1,0,1,1,0,0,0,0,0,1.5,0.166666667
1,0.4,0,1,0,1,0,1,1,0,0,0,0,0,0.4,0.166666667
0.5,0.1,0,0,0,1,0,1,1,0,0,0,0,0,0.2,0.166666667
0.2,0.3,0,1,0,0,0,0,0,0,0,0,0,0,1.5,0
1,0.3,0,1,0,1,0,0,1,0,0,0,0,0,0.3,0.083333333
1,0.8,0,1,0,1,0,0,1,0,0,0,0,0,0.8,0.083333333
0.1,0.1,0,1,0,1,0,1,1,0,0,0,0,0,1,0.166666667
1,0.25,0,1,0,1,0,0,1,0,0,0,0,0,0.25,0.083333333
1,0.4,0,1,0,1,0,0,1,0,0,0,0,0,0.4,0.083333333
1,0.3,0,1,0,1,1,0,1,0,0,0,0,0,0.3,0.166666667
0.7,1,0,1,0,1,0,0,1,0,0,0,0,0,1.428571429,0.083333333
1.5,0.5,0,1,0,1,0,0,1,0,1,0,0,0,0.333333333,0.25
2,3,0,1,0,1,1,0,1,0,0,0,0,0,1.5,0.166666667
1.5,1,0,1,0,1,1,0,1,0,0,0,0,0,0.666666667,0.166666667
1,0.7,0,1,0,1,0,0,1,0,0,0,0,0,0.7,0.083333333
2,2.5,0,1,0,1,0,1,1,0,0,0,0,0,1.25,0.166666667
1,0.54,0,0,0,1,1,0,1,0,0,0,0,0,0.54,0.166666667
0.5,1.5,0,0,0,1,0,0,1,0,0,0,0,0,3,0.083333333
0.5,1.5,0,1,0,1,0,1,1,0,0,0,0,0,3,0.166666667
0.5,0.5,0,1,0,1,0,0,1,0,0,0,0,0,1,0.083333333
0.5,0.5,0,1,0,1,0,1,1,0,0,0,0,0,1,0.166666667
0.5,0.5,0,1,0,1,1,1,1,0,0,0,0,0,1,0.25
0.5,0.25,0,1,0,1,0,0,1,0,0,0,0,0,0.5,0.083333333
2,0.5,0,1,0,1,0,0,1,0,0,0,0,0,0.25,0.083333333
1.5,1,0,1,0,1,1,1,1,0,0,0,0,0,0.666666667,0.25
0.5,0.5,0,1,0,1,1,1,1,0,0,0,0,0,1,0.25
1.5,0.5,0,1,0,1,0,1,1,0,0,0,0,0,0.333333333,0.166666667
1,0.5,0,1,0,1,0,1,1,0,0,0,0,0,0.5,0.166666667
2,0.5,0,1,0,1,0,1,1,0,0,0,0,0,0.25,0.166666667
2,0.5,0,1,0,1,0,0,1,0,0,0,0,0,0.25,0.083333333
0.5,0.2,0,1,0,1,0,1,1,0,0,0,0,0,0.4,0.166666667
1,0.5,0,1,0,1,0,0,1,0,0,0,0,0,0.5,0.083333333
0.4,1,0,1,0,1,0,0,1,0,0,0,0,0,2.5,0.083333333
1,0.5,0,1,0,1,0,1,1,0,0,0,0,0,0.5,0.166666667
0.5,1,0,0,0,1,0,0,1,0,0,0,0,0,2,0.083333333
0.75,1,0,0,0,1,0,0,1,0,0,0,0,0,1.333333333,0.083333333
0.5,1.5,0,0,0,1,0,1,1,0,0,0,0,0,3,0.166666667
1,0.5,0,0,0,1,0,1,1,0,0,0,0,0,0.5,0.166666667
0.1,0.2,0,1,0,0,0,0,0,0,0,0,0,0,2,0
1.3,0.6,0,1,0,1,0,1,1,0,0,0,0,0,0.461538462,0.166666667
1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0.083333333
0.5,0.3,0,1,0,1,1,1,1,0,0,0,0,0,0.6,0.25
0.5,1,0,0,0,1,1,0,1,0,0,0,0,0,2,0.166666667
1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0.333333333
0.1,0.5,0,1,0,0,0,0,0,0,0,0,0,0,5,0
1,3,0,0,0,1,0,1,1,0,0,0,1,0,3,0.333333333
0.5,0.6,0,1,0,1,0,1,1,0,0,0,1,1,1.2,0.416666667
1,4,0,0,0,1,1,1,1,1,0,0,1,0,4,0.583333333
0.5,2.5,0,0,0,0,0,0,0,1,0,0,1,0,5,0.333333333
1,0.3,0,1,0,1,1,1,1,0,0,0,0,0,0.3,0.25
1.5,6,0,0,0,1,1,0,1,0,0,0,0,0,4,0.166666667
1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0.083333333
2,3,0,1,0,1,1,1,1,0,0,0,0,0,1.5,0.25
1,0.5,0,1,0,1,0,1,1,0,0,0,1,0,0.5,0.333333333
1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0.25
2,2,0,1,0,1,1,1,1,0,0,0,0,0,1,0.25
1.5,1.5,0,1,0,1,0,1,1,0,0,0,1,0,1,0.333333333
1,3,0,0,0,1,1,0,1,1,0,0,1,0,3,0.5
1.5,2,0,0,0,1,0,1,1,0,0,0,1,0,1.333333333,0.333333333
1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0.25
1.5,0.5,0,0,0,1,1,1,1,0,0,0,1,0,0.333333333,0.416666667
0.5,0.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0.333333333
1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0.333333333
1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0.166666667
1,1.3,0,1,0,1,1,1,1,0,0,0,1,0,1.3,0.416666667
2,3,0,0,0,1,1,1,1,0,1,0,0,0,1.5,0.416666667
2,1,0,1,0,1,1,1,1,0,0,0,0,0,0.5,0.25
2,1.5,0,1,0,1,0,0,1,0,0,0,1,0,0.75,0.25
0.5,0.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2,1,0,1,0,1,1,0,1,0,1,0,0,0,0.5,0.333333333
0.5,0.3,0,1,0,0,0,0,0,0,0,0,0,0,0.6,0
1.5,0.7,0,1,0,1,0,1,1,1,0,0,0,0,0.466666667,0.333333333
1,0.5,0,1,0,1,1,0,1,0,0,0,0,0,0.5,0.166666667
0.5,0.4,0,1,0,1,1,0,1,0,1,0,0,0,0.8,0.333333333
0.25,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0.8,0
0.5,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0.4,0
1.5,3,0,1,0,1,1,1,1,0,0,0,0,0,2,0.25
1,2,0,1,0,1,0,0,1,0,0,0,0,0,2,0.083333333
0.5,1,0,1,0,1,1,1,1,0,0,0,0,0,2,0.25
0.5,0.25,0,1,0,1,1,0,1,0,0,0,0,0,0.5,0.166666667
2,1.5,0,1,0,1,0,0,1,0,0,0,0,0,0.75,0.083333333
1,0.5,0,1,0,1,1,1,1,0,0,0,0,0,0.5,0.25
1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0.083333333
0.25,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0.8,0
0.25,0.18,0,1,0,0,0,0,0,0,0,0,0,0,0.72,0
1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0.333333333
1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0.083333333
1,1.5,0,0,0,1,0,1,0,0,0,0,0,0,1.5,0.083333333
1,0.4,0,1,0,1,0,0,1,1,0,1,0,0,0.4,0.25
0.5,0.6,0,1,0,0,0,0,0,0,0,0,0,0,1.2,0
0.26,0.6,1,0,0,0,1,1,1,1,1,0,0,0,2.307692308,0.75
0.5,0.75,1,1,0,1,0,1,1,1,1,0,0,0,1.5,0.666666667
1,0.45,1,1,0,1,0,1,1,1,1,0,0,0,0.45,0.666666667
0.5,0.5,0,0,0,1,0,1,1,1,1,0,0,0,1,0.5
0.25,0.24,1,1,0,1,0,0,1,1,1,0,0,0,0.96,0.583333333
1,4,0,0,1,0,1,1,1,1,1,0,0,0,4,0.583333333
0.5,1.5,0,1,0,1,1,1,1,0,1,1,0,0,3,0.416666667
0.5,1.5,0,1,0,1,0,1,1,1,1,0,0,0,3,0.5
0.5,0.25,1,1,0,1,0,1,1,0,1,0,0,0,0.5,0.5
0.5,0.25,1,0,0,1,1,1,1,1,1,0,0,0,0.5,0.75
0.08,0.05,0,1,0,0,0,0,0,0,0,0,0,0,0.625,0
0.5,0.5,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1.53,1,0,1,0,1,0,1,1,0,0,0,1,0,0.653594771,0.333333333
0.125,0.3,0,1,0,0,0,0,0,0,0,0,0,0,2.4,0
0.04,0.08,0,1,0,0,1,1,0,0,0,0,0,0,2,0.166666667
1,2,1,0,1,1,0,1,1,1,0,0,1,1,2,0.75
0.0425,0.35,1,1,0,1,0,1,1,0,1,0,0,0,8.235294118,0.5
0.5,0.32,1,0,0,1,1,1,1,0,1,0,0,0,0.64,0.583333333
0.5,0.52,0,1,0,0,0,0,0,0,0,0,0,0,1.04,0
0.5,1.0085,1,1,0,0,1,1,1,1,1,0,1,1,2.017,1
0.5,1.0085,1,1,0,0,1,1,1,1,1,0,1,1,2.017,1
1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0.25
0.25,0.2,0,1,0,1,1,1,1,0,0,0,1,0,0.8,0.416666667
0.04,0.12,0,1,0,0,0,0,0,0,0,0,0,0,3,0
0.375,1.6,1,1,0,1,1,1,0,1,1,0,0,0,4.266666667,0.666666667
0.01,0.06,0,1,0,0,0,0,0,0,0,0,0,0,6,0
0.08,0.0159,0,1,0,1,0,0,1,0,0,0,0,0,0.19875,0.083333333
2.06,0.8,0,0,0,1,1,0,1,0,1,0,0,0,0.388349515,0.333333333
2,6,1,0,0,1,1,0,1,1,0,0,0,0,3,0.5
0.25,0.05,0,1,0,0,0,0,0,0,0,0,0,0,0.2,0
1,0.2,0,1,0,1,0,1,1,0,0,0,0,0,0.2,0.166666667
0.5,0.15,0,1,0,0,0,0,0,0,0,0,0,0,0.3,0
1,0.3,0,1,0,1,0,1,1,0,0,0,0,0,0.3,0.166666667
2,4,0,0,0,1,0,0,0,0,0,0,0,0,2,0
0.25,1,0,1,0,1,1,1,1,0,0,0,1,0,4,0.416666667
0.75,2.7525,0,0,0,1,1,1,1,0,0,0,1,0,3.67,0.416666667
0.25,0.2,0,1,0,0,0,0,0,0,0,1,0,0,0.8,0
0.65,1,1,1,0,0,1,1,1,0,1,0,1,0,1.538461538,0.75
1,0.5,0,1,0,1,0,0,1,0,0,0,0,0,0.5,0.083333333
1.47,1.5,0,1,0,1,0,0,1,0,0,0,0,0,1.020408163,0.083333333
0.75,1,0,1,0,1,1,0,1,0,0,0,0,0,1.333333333,0.166666667
1.5,1,0,1,0,1,0,0,0,0,0,0,0,0,0.666666667,0
1,0.2,0,0,0,1,0,0,1,0,0,0,0,0,0.2,0.083333333
1,0.2,0,1,0,1,0,0,1,0,0,0,0,0,0.2,0.083333333
1,0.5,0,1,0,1,0,0,1,0,0,0,0,0,0.5,0.083333333
2,0.2,0,1,0,1,0,0,1,0,0,0,0,0,0.1,0.083333333
1,0.5,0,1,0,1,0,0,1,0,0,0,0,0,0.5,0.083333333
1,0.7,0,1,0,1,0,0,1,0,0,0,0,0,0.7,0.083333333
0.25,0.2,0,0,0,1,0,0,1,0,0,0,0,0,0.8,0.083333333
1,0.0239,0,1,0,1,0,0,1,0,0,0,0,0,0.0239,0.083333333
0.75,0.2,0,1,0,1,0,0,1,0,0,0,0,0,0.266666667,0.083333333
2,1,0,1,0,1,0,0,1,0,0,0,0,0,0.5,0.083333333
0.28,0.2,0,1,0,1,1,0,1,0,0,0,0,0,0.714285714,0.166666667
0.02,0.05,0,1,0,0,0,0,0,0,0,0,0,0,2.5,0
1.5,0.5,0,1,0,1,0,0,1,0,0,0,0,0,0.333333333,0.083333333
0.5,0.2,0,1,0,1,0,0,0,0,0,0,0,0,0.4,0
1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0.166666667
1,3,0,1,0,1,0,1,1,0,0,0,1,0,3,0.333333333
0.5,0.5,0,1,0,1,0,0,0,0,0,0,0,0,1,0
0.2,0.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0.083333333
1,0.5,0,1,0,1,0,0,1,0,0,0,0,0,0.5,0.083333333
1,0.5,0,1,0,1,0,0,1,0,0,0,0,0,0.5,0.083333333
1,0.5,0,1,0,1,0,0,1,0,0,0,0,0,0.5,0.083333333
1.25,0.8,0,1,0,1,0,0,1,0,0,0,0,0,0.64,0.083333333
1,0.5,0,1,0,1,0,0,1,0,0,0,0,0,0.5,0.083333333
1.5,1,0,1,0,1,0,0,1,0,0,0,0,0,0.666666667,0.083333333
1,0.5,0,1,0,1,0,0,1,0,0,0,0,0,0.5,0.083333333
0.5,0.1,0,1,0,1,0,0,0,0,0,0,0,0,0.2,0
0.5,0.3,0,1,0,1,0,0,1,0,0,0,0,0,0.6,0.083333333
1,0.5,0,1,0,1,0,0,1,0,0,0,0,0,0.5,0.083333333
0.25,0.3,1,1,0,1,1,1,1,0,0,0,0,0,1.2,0.416666667
0.25,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0.4,0
2,1,0,1,0,1,0,1,1,0,0,0,0,0,0.5,0.166666667
0.25,1.00E-04,0,1,0,1,0,1,1,0,0,0,0,0,4.00E-04,0.166666667
0.5,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0.2,0
0.5,0.3,1,1,0,1,0,1,0,0,0,0,0,0,0.6,0.25
0.02,0.04,0,1,0,0,0,0,0,0,0,0,0,0,2,0
0.084,0.4,1,1,0,1,0,1,1,0,0,0,0,0,4.761904762,0.333333333
0.87,0.3,0,1,0,1,0,1,1,0,1,0,0,0,0.344827586,0.333333333
1,0.2,0,1,0,1,1,0,1,0,0,0,0,0,0.2,0.166666667
0.5,0.2,1,1,0,1,1,1,1,0,1,0,0,0,0.4,0.583333333
0.084,0.1,0,1,0,0,0,0,0,0,0,0,0,0,1.19047619,0
0.25,0.5,1,1,0,1,1,1,1,1,1,0,0,0,2,0.75
0.5,0.3,1,1,0,1,1,1,1,0,1,0,0,0,0.6,0.583333333
1,0.25,0,0,0,1,0,1,1,0,0,0,0,0,0.25,0.166666667
0.007,0.04,0,1,0,0,0,0,0,0,0,0,0,0,5.714285714,0
0.54,0.25,0,1,0,1,0,0,1,0,0,0,0,0,0.462962963,0.083333333
0.5,0.4,1,1,0,1,0,1,1,0,0,0,0,0,0.8,0.333333333
0.06,0.2,1,1,0,1,0,1,1,0,0,0,0,0,3.333333333,0.333333333
0.16,0.4,1,1,0,1,0,1,1,0,0,0,0,0,2.5,0.333333333
0.08,0.2,1,1,0,1,1,1,1,0,1,0,0,0,2.5,0.583333333
1,0.5,0,1,0,1,1,1,1,0,1,0,0,0,0.5,0.416666667
0.5,0.3,1,1,0,1,1,1,1,0,1,0,0,0,0.6,0.583333333
0.5,0.5,1,1,0,1,1,1,1,1,1,0,0,0,1,0.75
0.5,0.3,1,1,0,1,1,1,1,0,1,0,0,0,0.6,0.583333333
1.25,1,1,1,0,1,1,1,1,1,1,0,0,0,0.8,0.75
0.1,0.1,1,1,0,1,1,1,1,0,1,0,0,0,1,0.583333333
1,1.5,0,1,0,1,0,0,1,0,0,0,0,1,1.5,0.166666667
0.06,0.2,0,1,0,0,0,0,0,0,0,0,0,0,3.333333333,0
0.3225,0.5,0,0,0,1,0,0,1,0,0,0,0,0,1.550387597,0.083333333
0.7816,0.65,0,1,0,1,0,1,1,0,0,0,1,0,0.831627431,0.333333333
2,8,0,0,0,1,0,0,0,1,0,0,1,1,4,0.416666667
1,0.3,0,0,0,1,0,1,1,0,0,0,1,0,0.3,0.333333333
1,1.2,0,1,0,1,0,0,1,0,0,0,1,1,1.2,0.333333333
1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
