ID,Superficie,Produccion,Riego,Autoconsumo,Venta,Semilla_criolla,Semilla_mejorada,Fertilizantes,Animales_tiro,Herbicidas,Insecticidas_fungicidas,Indigena,Tractor,Otra_maquinaria,Rendimiento,Indice
P7931,0.25,1,0,1,0,1,0,1,1,0,0,0,0,0,4,0.166666667
P7932,0.5,1,0,0,0,1,0,1,1,0,0,1,0,0,2,0.166666667
P7933,1.5,1,0,0,0,1,0,1,1,0,0,0,0,0,0.666666667,0.166666667
P7934,1.25,2,0,0,0,1,0,1,1,0,0,0,0,0,1.6,0.166666667
P7935,0.79,0.5,0,1,0,1,0,1,1,0,0,0,0,0,0.632911392,0.166666667
P7936,0.25,0.3913,0,0,0,1,0,1,1,0,0,0,0,0,1.5652,0.166666667
P7938,0.25,0.3,0,1,0,0,0,0,0,0,0,0,0,0,1.2,0
P7940,0.5,0.5,0,1,0,1,0,1,1,0,0,0,0,0,1,0.166666667
P7941,0.25,0.4,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0
P7942,0.3348,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0.597371565,0
P7943,0.25,0.3913,0,0,0,1,0,1,0,0,0,0,0,0,1.5652,0.083333333
P7944,0.1,0.05,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0
P7945,0.17,0.5,0,1,0,1,0,1,1,0,0,0,0,0,2.941176471,0.166666667
P7946,0.31,0.4852,0,1,0,1,0,1,1,0,0,0,0,0,1.56516129,0.166666667
P7947,0.25,0.4,0,1,0,1,0,1,1,0,0,0,0,0,1.6,0.166666667
P7948,0.25,0.5,0,1,0,0,0,0,0,0,0,0,0,0,2,0
P7949,0.5,0.5,0,0,0,1,0,1,1,0,0,1,0,0,1,0.166666667
P7950,0.2,0.75,0,1,0,0,0,0,0,1,0,0,0,0,3.75,0.166666667
P7951,2,4,0,1,0,1,0,1,1,0,0,0,0,0,2,0.166666667
P7952,0.045,0.2,0,1,0,0,0,0,0,0,0,0,0,0,4.444444444,0
P7953,0.1,0.5,0,1,0,1,0,1,1,0,0,0,0,0,5,0.166666667
P7954,0.25,0.4,0,1,0,0,0,0,0,0,0,0,0,0,1.6,0
P7955,0.1,0.1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
P7956,0.25,0.4,0,1,0,1,0,1,0,0,0,0,0,0,1.6,0.083333333
P7957,0.5,0.8,0,1,0,1,0,1,1,0,0,0,0,0,1.6,0.166666667
P7958,1.53,3,0,0,0,1,0,1,1,0,0,0,0,0,1.960784314,0.166666667
P7959,0.75,2.5,0,1,0,1,0,1,1,0,0,0,0,0,3.333333333,0.166666667
P7960,0.25,0.5,0,1,0,1,0,1,1,0,0,0,0,0,2,0.166666667
P7961,0.25,0.5,0,1,0,0,0,0,0,0,0,0,0,0,2,0
P7963,0.5,1,0,1,0,1,0,1,1,0,0,0,0,0,2,0.166666667
P7964,1,2,0,1,0,1,0,1,1,0,0,0,0,0,2,0.166666667
P7965,0.2,0.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0
P7966,1,0.5,0,1,0,0,0,1,0,0,0,0,0,0,0.5,0.083333333
P7967,0.5,1,0,1,0,1,0,1,1,0,0,1,0,0,2,0.166666667
P7968,1.5,1,0,1,0,0,0,1,1,0,0,0,0,0,0.666666667,0.166666667
P7969,1,0.3,0,1,0,1,0,1,1,0,0,0,0,0,0.3,0.166666667
P7970,1,2,0,1,0,1,0,1,1,0,0,1,0,0,2,0.166666667
P7971,0.75,0.5,0,1,0,1,0,1,0,0,0,0,0,0,0.666666667,0.083333333
P7972,0.2,0.25,0,1,0,0,0,0,0,0,0,0,0,0,1.25,0
P7973,0.5,0.5,0,1,0,1,0,1,1,0,0,0,0,0,1,0.166666667
P7974,0.5,0.5,0,1,0,1,0,1,1,0,0,0,0,0,1,0.166666667
P7975,0.5,1,0,1,0,1,0,1,1,0,0,1,0,0,2,0.166666667
P7976,0.25,0.5,0,0,0,0,0,0,0,1,0,0,0,0,2,0.166666667
P7977,0.25,0.35,0,1,0,1,0,0,0,0,0,0,0,0,1.4,0
P7978,0.5,0.5,0,0,0,1,0,1,0,0,0,0,0,0,1,0.083333333
P7979,0.5,0.4,0,1,0,1,0,1,0,0,0,0,0,0,0.8,0.083333333
P7980,0.25,0.0011,0,1,0,0,0,0,0,0,0,0,0,0,0.0044,0
P7981,0.5,0.2,0,1,0,1,0,0,0,0,0,0,0,0,0.4,0
P7982,0.4,0.2,0,1,0,1,0,0,0,0,0,0,0,0,0.5,0
P7984,0.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,3,0
P7985,0.5,0.2,0,1,0,1,0,1,1,0,0,0,0,0,0.4,0.166666667
P7986,2,4.5,0,0,1,1,0,1,1,0,0,0,0,0,2.25,0.166666667
P7987,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0.166666667
P7988,0.9,1,0,0,0,1,0,1,1,0,0,0,1,0,1.111111111,0.333333333
P7989,0.2,0.5,0,1,0,0,0,0,0,0,0,0,0,0,2.5,0
P7990,1.35,0.5,0,1,0,1,0,0,0,0,0,0,0,0,0.37037037,0
P7991,1,3,0,0,0,1,0,1,1,0,0,0,0,0,3,0.166666667
P7992,0.75,2,0,1,0,1,0,1,1,0,0,0,0,0,2.666666667,0.166666667
P7993,1,2,0,1,0,1,0,1,1,0,0,0,0,0,2,0.166666667
P7994,0.5,1,0,1,0,0,0,0,0,1,0,0,0,0,2,0.166666667
P7995,1,0.5,0,1,0,0,0,0,1,0,0,0,0,0,0.5,0.083333333
P7996,0.75,2,0,1,0,1,0,1,1,0,0,0,0,0,2.666666667,0.166666667
P7997,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0.083333333
P7998,1,2,0,1,0,1,0,1,1,0,0,0,0,0,2,0.166666667
P7999,1,2,0,1,0,1,0,1,0,0,0,0,0,0,2,0.083333333
P8000,0.5,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0
P8001,0.15,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0.666666667,0
P8002,0.5,1,0,0,0,1,0,1,1,0,0,0,0,0,2,0.166666667
P8003,0.5,0.5,0,1,0,1,0,1,1,0,0,0,0,0,1,0.166666667
P8004,0.67,1.5,0,1,0,1,0,1,1,0,0,0,0,0,2.23880597,0.166666667
P8005,1.25,0.9,0,1,0,1,0,1,1,0,0,1,0,0,0.72,0.166666667
P8007,0.5,1,0,1,0,1,0,0,1,0,0,0,0,0,2,0.083333333
P8008,0.75,1,0,1,0,1,0,1,0,0,0,0,0,0,1.333333333,0.083333333
P8009,2,2,0,1,0,1,0,1,1,0,0,0,0,0,1,0.166666667
P8010,0.5,1,0,1,0,1,0,1,0,0,0,0,0,0,2,0.083333333
P8011,1.5,1,0,0,0,1,0,1,0,0,0,0,0,0,0.666666667,0.083333333
P8012,1.5,0.5,0,0,0,1,0,1,1,0,0,0,0,0,0.333333333,0.166666667
P8013,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0.166666667
P8014,2,1.5,0,0,0,1,0,1,1,0,0,1,0,0,0.75,0.166666667
P8015,0.5,0.5,0,1,0,1,0,1,1,0,0,0,0,0,1,0.166666667
P8016,0.25,0.6,0,1,0,1,0,1,1,0,0,0,0,0,2.4,0.166666667
P8017,0.25,0.3,0,1,0,1,0,0,0,0,0,0,0,0,1.2,0
P8018,0.125,0.06,0,1,0,0,0,0,0,0,0,0,0,0,0.48,0
P8020,0.5,1,0,1,0,1,0,1,1,0,0,0,0,0,2,0.166666667
P8021,0.25,0.5,0,1,0,1,0,0,0,0,0,0,0,0,2,0
P8022,0.25,0.4,0,1,0,0,0,0,0,0,0,0,0,0,1.6,0
P8023,0.35,1,0,1,0,0,0,0,0,0,0,0,0,0,2.857142857,0
P8024,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0.166666667
P8025,0.9,0.5,0,1,0,1,0,1,1,0,0,0,0,0,0.555555556,0.166666667
P8026,0.25,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0.4,0
P8027,1,2,0,0,0,1,0,1,1,0,0,0,0,0,2,0.166666667
P8028,0.25,0.2,0,1,0,1,0,0,1,0,0,1,0,0,0.8,0.083333333
P8029,0.75,0.5,0,1,0,1,0,0,0,0,0,1,0,0,0.666666667,0
P8030,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,0.416666667
P8031,1,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0.166666667
P8032,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0.25
P8033,0.25,0.3,0,1,0,0,0,0,0,0,0,0,0,0,1.2,0
P8034,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
P8035,1,3,0,1,0,1,0,0,0,0,0,0,0,0,3,0
P8038,0.5,2.5,0,1,0,1,0,0,0,0,0,0,0,0,5,0
P8040,0.157,0.44,0,1,0,0,0,0,0,0,0,0,0,0,2.802547771,0
P8041,0.314,0.825,0,1,0,1,0,0,0,0,0,0,0,0,2.627388535,0
P8042,0.5,2,0,1,0,1,0,0,0,0,0,0,0,0,4,0
P8043,0.5,0.75,0,1,0,1,0,0,0,0,0,0,0,0,1.5,0
P8044,0.314,0.35,0,1,0,0,0,0,0,0,0,0,0,0,1.114649682,0
P8045,1,2,0,1,0,1,0,0,0,0,0,0,0,0,2,0
P8046,1,3,0,1,0,1,0,0,0,0,0,0,0,0,3,0
P8047,0.314,0.2,0,1,0,0,0,0,0,0,0,0,0,0,0.636942675,0
P8048,0.1256,0.32,0,1,0,1,0,0,0,0,0,0,0,0,2.547770701,0
P8049,0.1884,0.6,0,1,0,1,0,0,0,0,0,0,0,0,3.184713376,0
P8050,0.314,0.8,0,1,0,1,0,0,0,0,0,0,0,0,2.547770701,0
P8051,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0
P8052,1,1.5,0,1,0,0,0,0,0,1,0,0,0,0,1.5,0.166666667
P8053,0.51,0.8,0,1,0,0,0,0,0,0,0,0,0,0,1.568627451,0
P8054,0.314,0.4,0,1,0,0,0,0,0,0,0,0,0,0,1.27388535,0
P8055,0.0628,0.15,0,1,0,0,0,0,0,0,0,0,0,0,2.388535032,0
P8056,0.5,0.0206,0,0,0,1,0,0,0,0,0,0,0,0,0.0412,0
P8057,0.1884,0.2,0,1,0,0,0,0,0,0,0,0,0,0,1.061571125,0
P8058,0.0942,0.084,0,1,0,0,0,0,0,0,0,0,0,0,0.891719745,0
P8059,0.42,1.2,0,1,0,1,0,0,0,0,0,0,0,0,2.857142857,0
P8060,0.1256,0.12,0,1,0,0,0,0,0,0,0,0,0,0,0.955414013,0
P8061,0.6,0.5,0,1,0,1,0,0,0,0,0,0,0,0,0.833333333,0
P8063,0.51,0.75,0,1,0,1,0,0,0,0,0,0,0,0,1.470588235,0
P8064,0.0558,0.25,0,1,0,0,0,0,0,0,0,0,0,0,4.480286738,0
P8065,0.5,0.5,0,1,0,1,0,0,0,0,0,0,0,0,1,0
P8066,0.1256,0.3,0,1,0,0,0,0,0,0,0,0,0,0,2.388535032,0
P8067,0.5,1.25,0,1,0,0,0,0,0,0,0,0,0,0,2.5,0
P8068,2,2.5,0,0,0,0,0,0,0,1,0,0,0,0,1.25,0.166666667
P8069,1.55,3.6,0,1,0,1,0,0,0,0,0,0,0,0,2.322580645,0
P8070,1.39,3,0,1,0,1,0,0,0,0,0,0,0,0,2.158273381,0
P8072,2,5,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0
P8073,0.1256,0.2,0,1,0,0,0,0,0,0,0,0,0,0,1.592356688,0
P8074,1,2,0,1,0,1,0,0,0,0,0,0,0,0,2,0
P8075,1.24,3,0,1,0,0,0,0,0,1,0,0,0,0,2.419354839,0.166666667
P8076,1,3,0,1,0,1,0,0,0,0,0,0,0,0,3,0
P8077,1.76,2,0,0,0,1,0,0,0,0,0,0,0,0,1.136363636,0
P8078,0.75,3,0,1,0,1,0,0,0,0,0,0,0,0,4,0
P8079,1.68,2,0,0,0,1,0,0,0,0,0,0,0,0,1.19047619,0
P8080,0.04,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
P8081,0.4851,0.05,0,0,0,1,0,0,0,0,0,0,0,0,0.103071532,0
P8082,0.25,0.0996,0,1,0,1,0,0,0,0,0,0,0,0,0.3984,0
P8084,1,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0
P8085,0.05,0.1,0,1,0,0,0,0,0,0,0,0,0,0,2,0
P8086,1,4,0,0,1,1,0,0,0,0,0,0,0,0,4,0
P8087,0.5,0.7826,0,0,1,0,0,0,0,0,0,0,0,0,1.5652,0
P8088,0.5,0.35,0,0,1,1,0,0,0,0,0,0,0,0,0.7,0
P8089,0.12,0.15,0,1,0,0,0,0,0,0,0,0,0,0,1.25,0
P8092,1,0.05,0,0,0,0,1,0,0,0,0,0,0,0,0.05,0.083333333
P8093,0.5,1,0,0,1,1,0,0,0,0,0,1,1,0,2,0.166666667
P8094,1.5,3.33,0,0,1,1,0,0,1,0,1,0,1,0,2.22,0.416666667
P8095,1,1.6,0,1,0,0,1,0,0,1,0,1,0,0,1.6,0.25
P8097,0.2,0.6,0,1,0,0,0,0,0,0,0,1,0,0,3,0
P8098,1.12,1.625,0,0,0,1,0,1,1,1,1,1,0,0,1.450892857,0.5
P8099,0.5,1.2,0,1,0,0,0,0,0,0,0,1,0,0,2.4,0
P8100,0.5,1.2,0,1,0,0,0,0,0,0,0,1,0,0,2.4,0
P8101,1,1.2,0,1,0,1,0,1,1,0,1,0,0,0,1.2,0.333333333
P8102,1,0.6,0,0,0,1,0,0,0,0,0,0,0,0,0.6,0
P8103,0.35,0.5,0,0,1,0,0,0,0,0,0,0,0,0,1.428571429,0
P8104,1,2,0,1,0,1,0,1,0,1,1,1,1,0,2,0.583333333
P8106,0.25,0.15,0,1,0,1,0,1,1,0,1,1,0,0,0.6,0.333333333
P8107,0.5,0.5,0,1,0,1,0,1,0,1,1,1,0,0,1,0.416666667
P8108,0.4,0.3,0,1,0,1,0,1,0,1,0,1,1,0,0.75,0.416666667
P8109,0.5,0.4,0,1,0,1,0,0,0,0,0,1,0,0,0.8,0
P8110,1,0.3,0,0,0,1,0,1,0,1,1,1,1,0,0.3,0.583333333
P8111,1.5,1,0,0,0,1,0,1,0,0,0,1,0,0,0.666666667,0.083333333
P8112,0.15,0.1,0,0,0,0,0,0,0,0,0,1,0,0,0.666666667,0
P8113,0.4,0.5,0,1,0,1,0,1,0,1,1,1,0,0,1.25,0.416666667
P8114,0.12,0.3,0,1,0,0,0,0,0,0,0,1,0,0,2.5,0
P8116,0.25,0.1,0,1,0,1,0,1,0,0,1,1,0,0,0.4,0.25
P8117,2,2,0,1,0,1,0,1,0,0,1,1,0,0,1,0.25
P8118,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0.25
P8119,0.5,0.4,0,1,0,1,0,1,0,0,1,1,0,0,0.8,0.25
P8120,1,0.4,0,1,0,1,0,1,0,0,1,1,0,0,0.4,0.25
P8121,0.1,0.1,0,1,0,1,0,1,0,0,1,1,0,0,1,0.25
P8122,0.15,0.12,0,1,0,0,0,0,0,0,0,1,0,0,0.8,0
P8123,0.41,0.15,0,1,0,1,0,1,0,0,0,1,0,0,0.365853659,0.083333333
P8124,1.5,2.5,0,1,0,1,0,1,0,1,1,1,0,0,1.666666667,0.416666667
P8125,0.15,0.01,0,1,0,0,0,0,0,0,0,1,0,0,0.066666667,0
P8126,2,2.5,0,0,0,1,0,1,0,0,1,1,0,0,1.25,0.25
P8127,0.15,0.4,0,1,0,1,0,1,0,0,0,1,0,0,2.666666667,0.083333333
P8128,1,0.5,0,1,0,1,0,1,0,0,0,1,0,0,0.5,0.083333333
P8129,0.15,0.4,0,1,0,0,0,0,0,0,0,1,0,0,2.666666667,0
P8130,0.5,0.875,0,1,0,1,0,1,0,0,0,1,0,0,1.75,0.083333333
P8131,0.25,0.21,0,1,0,1,0,1,0,0,0,1,0,0,0.84,0.083333333
P8132,0.3525,0.3,0,0,1,1,0,0,0,0,1,1,0,0,0.85106383,0.166666667
P8133,1.5,1.5,0,0,1,1,0,1,0,1,0,0,1,0,1,0.416666667
P8134,0.072,0.15,0,1,0,0,0,0,0,0,0,0,0,0,2.083333333,0
P8135,0.25,1,0,1,0,1,0,1,0,0,0,0,0,0,4,0.083333333
P8136,1,4,0,0,1,1,0,1,0,0,0,0,0,0,4,0.083333333
P8137,1.5,2.5,0,0,0,1,0,1,0,0,0,0,0,0,1.666666667,0.083333333
P8138,1,0.5,0,1,0,1,0,1,0,0,1,0,0,0,0.5,0.25
P8139,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0.5,0.083333333
P8140,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0.083333333
P8141,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
P8142,0.091,0.4,0,1,0,0,0,0,0,0,0,0,0,0,4.395604396,0
P8143,0.5,0.4,0,1,0,0,0,0,0,0,0,0,0,0,0.8,0
P8146,1.5,3.5,0,0,0,1,0,1,1,1,1,0,0,0,2.333333333,0.5
P8147,1,2,0,0,0,1,0,0,1,0,0,0,0,0,2,0.083333333
P8148,0.5,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0.083333333
P8149,0.5,0.8,0,1,0,0,0,0,0,0,0,0,0,0,1.6,0
P8150,1.5,0.8,0,1,0,1,0,0,0,0,0,0,0,0,0.533333333,0
P8151,0.25,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0
P8152,0.5,0.6,0,0,0,1,0,0,0,0,1,0,0,0,1.2,0.166666667
P8153,0.5,0.5,0,1,0,1,0,0,0,0,0,0,0,0,1,0
P8154,0.5,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0.083333333
P8155,0.4,1.2,0,0,0,0,0,0,0,0,0,0,0,0,3,0
P8156,0.5,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0.166666667
P8157,0.04,0.2,0,0,0,0,0,0,0,0,0,0,0,0,5,0
P8159,0.5,0.5,0,1,0,1,0,1,0,0,0,1,0,0,1,0.083333333
P8160,0.09,0.2,0,1,0,0,0,0,0,0,0,0,0,0,2.222222222,0
P8161,0.2512,0.5,0,0,0,0,0,0,0,0,0,0,0,0,1.99044586,0
P8162,0.628,0.45,0,0,0,1,0,1,1,0,0,0,0,0,0.71656051,0.166666667
P8163,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0.083333333
P8164,1.5,0.5,0,0,0,1,0,0,0,0,0,1,0,0,0.333333333,0
P8165,2,3,0,1,0,1,0,1,1,0,0,1,0,0,1.5,0.166666667
P8166,0.942,1.6,0,1,0,1,0,0,1,0,0,1,0,0,1.6985138,0.083333333
P8167,1.1304,4,0,0,0,1,0,0,1,0,0,1,0,0,3.538570418,0.083333333
P8168,0.5,1.2,0,1,0,1,0,0,1,0,1,1,0,0,2.4,0.25
P8169,1,0.5,0,0,0,1,0,0,1,0,0,1,0,0,0.5,0.083333333
P8170,2,1,0,1,0,1,0,1,1,0,0,1,0,0,0.5,0.166666667
P8171,2,2,0,1,0,1,0,0,1,1,1,1,0,0,1,0.416666667
P8172,1,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0.333333333
P8173,0.314,0.07,0,0,0,1,0,1,1,0,0,1,0,0,0.222929936,0.166666667
P8174,1,1.5,0,0,0,1,0,0,1,0,0,1,0,0,1.5,0.083333333
P8175,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0.166666667
P8176,1,0.5,0,0,0,1,0,1,0,0,0,1,0,0,0.5,0.083333333
P8177,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0.083333333
P8178,0.0628,0.15,0,0,0,1,0,1,0,0,0,1,0,0,2.388535032,0.083333333
P8179,1,2,0,1,0,1,0,1,0,0,0,1,0,0,2,0.083333333
P8180,0.5,1.5,0,0,0,1,0,0,0,0,1,1,0,0,3,0.166666667
P8181,0.3768,0.43,0,0,0,0,0,0,0,0,0,1,0,0,1.14118896,0
P8182,0.314,0.35,0,1,0,1,0,1,0,0,1,1,0,0,1.114649682,0.25
P8183,0.4396,0.4,0,0,0,1,0,1,1,0,0,1,0,0,0.909918107,0.166666667
P8184,0.1884,0.5,0,0,0,1,0,1,1,0,0,1,0,0,2.653927813,0.166666667
P8185,0.4396,0.45,0,1,0,0,0,0,0,0,0,1,0,0,1.023657871,0
P8186,0.314,0.45,0,1,0,0,0,0,0,0,0,1,0,0,1.433121019,0
P8187,0.5,1.2,0,0,0,1,0,1,1,0,0,1,0,0,2.4,0.166666667
P8188,0.5,0.8,0,0,1,1,0,1,1,0,0,1,0,0,1.6,0.166666667
P8189,2,6,0,0,1,1,0,1,1,0,0,1,0,0,3,0.166666667
P8190,0.1256,0.3,0,0,0,0,0,0,0,0,0,1,0,0,2.388535032,0
P8191,1.1304,4,0,0,0,1,0,1,1,0,0,0,0,0,3.538570418,0.166666667
P8192,1,3.5,0,0,1,1,0,0,1,0,0,1,0,0,3.5,0.083333333
P8193,0.2512,0.5,0,1,0,1,0,1,0,0,0,1,0,0,1.99044586,0.083333333
P8194,0.1884,0.3,0,1,0,0,0,0,0,0,0,1,0,0,1.592356688,0
P8195,0.5024,0.5,0,0,0,1,0,1,1,0,0,1,0,0,0.99522293,0.166666667
P8196,1.5,0.75,0,1,0,1,0,1,1,1,1,1,0,0,0.5,0.5
P8197,0.628,1,0,0,0,1,0,1,1,0,0,1,0,0,1.592356688,0.166666667
P8198,0.1884,0.5,0,1,0,0,0,0,0,0,0,1,0,0,2.653927813,0
P8199,0.628,0.6,0,0,0,1,0,1,0,0,0,1,0,0,0.955414013,0.083333333
P8200,0.0942,0.3,0,0,0,0,0,0,0,0,0,1,0,0,3.184713376,0
P8201,0.2512,0.9,0,1,0,0,0,0,0,0,0,1,0,0,3.582802548,0
P8202,0.1884,0.3,0,1,0,1,0,0,0,0,0,1,0,0,1.592356688,0
P8203,2,6,0,0,1,1,0,1,1,0,1,1,0,0,3,0.333333333
P8204,0.0628,0.25,0,0,0,0,0,0,0,0,0,1,0,0,3.98089172,0
P8205,1,1.5,0,0,0,1,0,1,1,0,1,1,0,0,1.5,0.333333333
P8206,0.4396,0.4,0,1,0,1,0,1,1,0,1,1,0,0,0.909918107,0.333333333
P8208,1,1.5,0,1,0,1,0,1,1,0,0,1,0,0,1.5,0.166666667
P8209,0.0628,0.2,0,0,0,0,0,0,0,0,0,1,0,0,3.184713376,0
P8210,0.157,0.3,0,1,0,0,0,0,0,0,0,1,0,0,1.910828025,0
P8211,0.7536,0.75,0,0,0,0,0,1,1,0,0,1,0,0,0.99522293,0.166666667
P8212,0.314,0.9,0,0,0,1,0,1,0,0,0,1,0,0,2.866242038,0.083333333
P8213,0.942,1.25,0,0,0,1,0,1,1,0,0,1,0,0,1.326963907,0.166666667
P8214,0.1884,0.4,0,1,0,0,0,0,0,0,0,1,0,0,2.123142251,0
P8215,0.628,1.4,0,0,0,1,0,1,1,0,0,1,0,0,2.229299363,0.166666667
P8216,2,4,0,0,0,1,0,1,1,0,0,1,0,0,2,0.166666667
P8218,0.314,0.5,0,1,0,0,0,0,0,0,0,1,0,0,1.592356688,0
P8219,0.4396,0.6,0,1,0,1,0,1,1,0,0,1,0,0,1.364877161,0.166666667
P8220,1,2,0,1,0,1,0,1,0,0,0,1,0,0,2,0.083333333
P8221,0.2512,0.36,0,1,0,1,0,1,1,1,0,1,0,0,1.433121019,0.333333333
P8222,0.9372,3,0,0,1,1,0,1,1,1,1,1,0,0,3.201024328,0.5
P8223,0.628,0.9,0,0,0,0,0,0,0,1,0,1,0,0,1.433121019,0.166666667
P8224,0.1884,0.08,0,1,0,0,0,0,0,0,0,1,0,0,0.42462845,0
P8225,1,2,0,0,0,1,0,1,1,1,1,1,0,0,2,0.5
P8227,1.3816,1,0,0,0,1,0,1,1,1,1,1,0,0,0.723798494,0.5
P8228,0.1256,0.11,0,1,0,0,0,0,0,0,0,1,0,0,0.875796178,0
P8229,0.628,1.5,0,1,0,1,0,1,1,0,1,1,0,0,2.388535032,0.333333333
P8230,0.314,0.5,0,1,0,0,0,0,0,0,0,1,0,0,1.592356688,0
P8231,0.4396,0.75,0,0,0,1,0,1,1,0,0,0,0,0,1.706096451,0.166666667
P8232,0.2512,0.75,0,1,0,0,0,0,0,0,0,1,0,0,2.98566879,0
P8233,0.1256,0.3,0,1,0,0,0,0,0,0,0,1,0,0,2.388535032,0
P8234,0.314,0.3,0,0,0,1,0,1,1,0,0,1,0,0,0.955414013,0.166666667
P8235,1,2,0,0,0,1,0,1,1,0,1,1,0,0,2,0.333333333
P8236,0.1884,0.2,0,0,0,1,0,1,0,0,0,1,0,0,1.061571125,0.083333333
P8237,0.7222,2.88,0,1,0,1,0,1,1,0,1,1,0,0,3.98781501,0.333333333
P8238,0.0628,0.15,0,1,0,1,0,1,0,0,0,1,0,0,2.388535032,0.083333333
P8239,1.5,2,0,0,0,1,0,1,1,0,0,1,0,0,1.333333333,0.166666667
P8240,0.1884,0.3,0,0,0,1,0,1,0,0,0,1,0,0,1.592356688,0.083333333
P8241,0.6908,1,0,1,0,1,0,1,1,0,0,1,0,0,1.447596989,0.166666667
P8242,0.1256,0.25,0,1,0,1,0,1,1,0,0,1,0,0,1.99044586,0.166666667
P8243,1.3816,2,0,0,1,1,0,1,1,0,0,1,0,0,1.447596989,0.166666667
P8244,0.5,1,0,1,0,1,0,1,1,0,0,1,0,0,2,0.166666667
P8245,0.5024,1.5,0,1,0,1,0,1,1,0,0,1,0,0,2.98566879,0.166666667
P8246,0.0942,0.105,0,1,0,0,0,0,0,0,0,1,0,0,1.114649682,0
P8247,0.2512,0.56,0,1,0,0,0,0,0,0,0,1,0,0,2.229299363,0
P8248,1,1.2,0,1,0,1,0,1,1,0,0,1,0,0,1.2,0.166666667
P8249,0.2198,0.35,0,1,0,1,0,1,1,0,0,1,0,0,1.592356688,0.166666667
P8250,0.2512,0.7,0,1,0,0,0,0,0,1,0,1,0,0,2.786624204,0.166666667
P8251,0.1256,0.32,0,1,0,0,0,0,0,0,0,1,0,0,2.547770701,0
P8252,1.1932,2,0,0,0,1,0,1,1,0,0,1,0,0,1.676164935,0.166666667
P8253,0.1256,0.2,0,0,0,0,0,0,0,0,0,1,0,0,1.592356688,0
P8254,0.1256,0.11,0,1,0,0,0,0,0,0,0,1,0,0,0.875796178,0
P8255,1,1.5,0,0,0,1,0,1,1,1,1,1,1,0,1.5,0.666666667
P8256,0.942,2,0,0,0,1,0,1,1,0,0,1,0,0,2.123142251,0.166666667
P8257,0.0628,0.063,0,0,0,0,0,0,0,0,0,1,0,0,1.003184713,0
P8258,1,2,0,0,0,1,0,1,1,0,0,1,0,0,2,0.166666667
P8259,0.314,0.75,0,0,0,0,0,0,0,0,0,1,0,0,2.388535032,0
P8260,1,1.8,0,0,0,1,0,1,1,0,0,1,0,0,1.8,0.166666667
P8261,0.2512,0.22,0,0,0,1,0,1,1,0,0,1,0,0,0.875796178,0.166666667
P8262,0.3768,0.25,0,0,0,0,0,0,0,0,0,1,0,0,0.663481953,0
P8263,0.8792,2.8,0,0,1,1,0,1,1,0,0,1,0,0,3.184713376,0.166666667
P8264,1.1304,1,0,0,0,1,0,1,1,0,0,1,0,0,0.884642604,0.166666667
P8265,0.1884,0.75,0,0,0,0,0,0,0,0,0,1,0,0,3.98089172,0
P8266,0.942,3,0,0,0,1,0,1,1,0,0,1,0,0,3.184713376,0.166666667
P8267,0.628,0.9,0,0,0,1,0,1,0,0,0,1,0,0,1.433121019,0.083333333
P8268,1.5,0.84,0,0,0,1,0,1,1,0,0,1,0,0,0.56,0.166666667
P8269,0.0628,0.02,0,1,0,0,0,0,0,0,0,1,0,0,0.318471338,0
P8270,0.0942,0.03,0,1,0,0,0,0,0,0,0,1,0,0,0.318471338,0
